1415,9,1586,0.429516,3.52023,3.51818,2.98134
1416,9,1586,0.429516,3.52023,3.51818,2.98134
1417,9,1586,0.429516,3.52023,3.51818,2.98134
1418,9,1586,0.429516,3.52023,3.51818,2.98134
1419,9,1586,0.429516,3.52023,3.51818,2.98134
1420,7,1393,0.397763,3.03996,3.74854,0.607559
1421,7,1393,0.397763,3.03996,3.74854,0.607559
1422,7,1393,0.397763,3.03996,3.74854,0.607559
1423,7,1393,0.397763,3.03996,3.74854,0.607559
1424,7,1393,0.397763,3.03996,3.74854,0.607559
1425,6,157,0.48867,7.18608,5.90203,1.9655
1426,6,157,0.48867,7.18608,5.90203,1.9655
1427,6,157,0.48867,7.18608,5.90203,1.9655
1428,6,157,0.48867,7.18608,5.90203,1.9655
1429,6,157,0.48867,7.18608,5.90203,1.9655
1430,5,1158,0.334272,1.77653,1.99211,1.75688
1431,5,1158,0.334272,1.77653,1.99211,1.75688
1432,5,1158,0.334272,1.77653,1.99211,1.75688
1433,5,1158,0.334272,1.77653,1.99211,1.75688
1434,5,1158,0.334272,1.77653,1.99211,1.75688
1435,7,1066,0.471827,7.65924,3.15981,2.88899
1436,7,1066,0.471827,7.65924,3.15981,2.88899
1437,7,1066,0.471827,7.65924,3.15981,2.88899
1438,7,1066,0.471827,7.65924,3.15981,2.88899
1439,7,1066,0.471827,7.65924,3.15981,2.88899
1440,9,410,0.447306,5.99775,1.56857,2.65369
1441,9,410,0.447306,5.99775,1.56857,2.65369
1442,9,410,0.447306,5.99775,1.56857,2.65369
1443,9,410,0.447306,5.99775,1.56857,2.65369
1444,9,410,0.447306,5.99775,1.56857,2.65369
1445,10,151,0.351351,8.531,3.88922,2.94816
1446,10,151,0.351351,8.531,3.88922,2.94816
1447,10,151,0.351351,8.531,3.88922,2.94816
1448,10,151,0.351351,8.531,3.88922,2.94816
1449,10,151,0.351351,8.531,3.88922,2.94816
1450,10,437,0.38728,3.43224,2.8851,1.76757
1451,10,437,0.38728,3.43224,2.8851,1.76757
1452,10,437,0.38728,3.43224,2.8851,1.76757
1453,10,437,0.38728,3.43224,2.8851,1.76757
1454,10,437,0.38728,3.43224,2.8851,1.76757
1455,6,477,0.42134,1.47515,4.16216,1.32866
1456,6,477,0.42134,1.47515,4.16216,1.32866
1457,6,477,0.42134,1.47515,4.16216,1.32866
1458,6,477,0.42134,1.47515,4.16216,1.32866
1459,6,477,0.42134,1.47515,4.16216,1.32866
1460,9,1508,0.436239,9.7108,5.25208,2.67644
1461,9,1508,0.436239,9.7108,5.25208,2.67644
1462,9,1508,0.436239,9.7108,5.25208,2.67644
1463,9,1508,0.436239,9.7108,5.25208,2.67644
1464,9,1508,0.436239,9.7108,5.25208,2.67644
1465,7,405,0.491471,2.63784,3.30332,1.21242
1466,7,405,0.491471,2.63784,3.30332,1.21242
1467,7,405,0.491471,2.63784,3.30332,1.21242
1468,7,405,0.491471,2.63784,3.30332,1.21242
1469,7,405,0.491471,2.63784,3.30332,1.21242
1470,7,730,0.431992,6.75803,1.93027,3.02063
1471,7,730,0.431992,6.75803,1.93027,3.02063
1472,7,730,0.431992,6.75803,1.93027,3.02063
1473,7,730,0.431992,6.75803,1.93027,3.02063
1474,7,730,0.431992,6.75803,1.93027,3.02063
1475,4,829,0.311907,5.77388,4.76016,2.67364
1476,4,829,0.311907,5.77388,4.76016,2.67364
1477,4,829,0.311907,5.77388,4.76016,2.67364
1478,4,829,0.311907,5.77388,4.76016,2.67364
1479,4,829,0.311907,5.77388,4.76016,2.67364
1480,5,1086,0.401383,8.43384,4.23293,1.04737
1481,5,1086,0.401383,8.43384,4.23293,1.04737
1482,5,1086,0.401383,8.43384,4.23293,1.04737
1483,5,1086,0.401383,8.43384,4.23293,1.04737
1484,5,1086,0.401383,8.43384,4.23293,1.04737
1485,3,259,0.339471,7.66966,5.84539,1.99836
1486,3,259,0.339471,7.66966,5.84539,1.99836
1487,3,259,0.339471,7.66966,5.84539,1.99836
1488,3,259,0.339471,7.66966,5.84539,1.99836
1489,3,259,0.339471,7.66966,5.84539,1.99836
1490,10,1654,0.352105,9.6005,1.10983,2.83996
1491,10,1654,0.352105,9.6005,1.10983,2.83996
1492,10,1654,0.352105,9.6005,1.10983,2.83996
1493,10,1654,0.352105,9.6005,1.10983,2.83996
1494,10,1654,0.352105,9.6005,1.10983,2.83996
1495,6,711,0.477533,9.23602,1.64034,1.23949
1496,6,711,0.477533,9.23602,1.64034,1.23949
1497,6,711,0.477533,9.23602,1.64034,1.23949
1498,6,711,0.477533,9.23602,1.64034,1.23949
1499,6,711,0.477533,9.23602,1.64034,1.23949
1500,8,341,0.468029,7.09364,5.65383,2.17603
1501,8,341,0.468029,7.09364,5.65383,2.17603
1502,8,341,0.468029,7.09364,5.65383,2.17603
1503,8,341,0.468029,7.09364,5.65383,2.17603
1504,8,341,0.468029,7.09364,5.65383,2.17603
1505,9,155,0.32304,4.71491,5.29997,1.90276
1506,9,155,0.32304,4.71491,5.29997,1.90276
1507,9,155,0.32304,4.71491,5.29997,1.90276
1508,9,155,0.32304,4.71491,5.29997,1.90276
1509,9,155,0.32304,4.71491,5.29997,1.90276
1510,6,651,0.367596,6.45981,3.6766,1.74144
1511,6,651,0.367596,6.45981,3.6766,1.74144
1512,6,651,0.367596,6.45981,3.6766,1.74144
1513,6,651,0.367596,6.45981,3.6766,1.74144
1514,6,651,0.367596,6.45981,3.6766,1.74144
1515,9,474,0.308937,3.59975,5.19552,2.29785
1516,9,474,0.308937,3.59975,5.19552,2.29785
1517,9,474,0.308937,3.59975,5.19552,2.29785
1518,9,474,0.308937,3.59975,5.19552,2.29785
1519,9,474,0.308937,3.59975,5.19552,2.29785
1520,3,1651,0.341709,5.44028,2.45661,2.64835
1521,3,1651,0.341709,5.44028,2.45661,2.64835
1522,3,1651,0.341709,5.44028,2.45661,2.64835
1523,3,1651,0.341709,5.44028,2.45661,2.64835
1524,3,1651,0.341709,5.44028,2.45661,2.64835
1525,9,358,0.436929,2.55482,5.1355,3.36998
1526,9,358,0.436929,2.55482,5.1355,3.36998
1527,9,358,0.436929,2.55482,5.1355,3.36998
1528,9,358,0.436929,2.55482,5.1355,3.36998
1529,9,358,0.436929,2.55482,5.1355,3.36998
1530,5,1199,0.385759,8.96703,2.8639,2.3321
1531,5,1199,0.385759,8.96703,2.8639,2.3321
1532,5,1199,0.385759,8.96703,2.8639,2.3321
1533,5,1199,0.385759,8.96703,2.8639,2.3321
1534,5,1199,0.385759,8.96703,2.8639,2.3321
1535,7,419,0.309496,7.15588,3.42952,3.30902
