index,nrLayers,nrNodes,nrEdges,objectiveValue,timeElapsed
149,3,180,2855,207.57,0.0287512
150,3,180,743,319.342,0.0167427
151,3,180,3191,477.225,0.0621856
152,3,180,3869,109.788,0.0213767
153,3,180,4048,264.971,0.043905
154,3,180,2128,309.316,0.0370239
155,3,180,3365,436.701,0.0776441
156,3,180,4800,104.111,0.0224995
157,3,180,4485,203.854,0.0298391
158,3,180,2166,516.294,0.0462191
159,3,180,4830,421.277,0.0865237
160,3,180,5159,175.386,0.0267698
161,3,180,4375,191.969,0.0442046
162,3,180,5551,320.82,0.0726215
163,3,180,5443,448.5,0.0770385
164,3,180,3880,196.165,0.0187367
165,3,180,3695,196.512,0.0368646
166,3,180,3304,425.941,0.0584096
167,3,180,3304,446.695,0.0815439
168,3,200,1998,137.714,0.0148303
169,3,200,1990,293.25,0.0323728
170,3,200,1647,433.027,0.0331507
171,3,200,307,487.632,0.0120231
172,3,200,676,360.472,0.0102309
173,3,200,1031,508.233,0.0213091
174,3,200,1809,391.776,0.0404674
175,3,200,2812,416.683,0.081999
176,3,200,3960,139.551,0.0277114
177,3,200,3294,222.561,0.0438374
178,3,200,3729,367.129,0.0697836
179,3,200,1110,457.972,0.0387354
180,3,200,4758,122.585,0.0304721
181,3,200,4608,277.993,0.0546499
182,3,200,4872,313.13,0.0920758
183,3,200,2408,446.088,0.0744894
184,3,200,3981,254.817,0.0256383
185,3,200,5735,281.593,0.0727599
186,3,200,5978,390.069,0.112816
187,3,200,3386,469.119,0.0929807
188,3,200,2849,147.045,0.0175411
189,3,200,4645,294.742,0.0378164
190,3,200,1203,329.842,0.0290662
191,3,200,6142,467.963,0.102411
192,3,200,7612,142.051,0.0425099
193,3,200,3852,318.875,0.0340274
194,3,200,7960,321.719,0.0966737
195,3,200,4191,449.943,0.0910703
196,4,80,195,276.4,0.00113642
197,4,80,176,298.846,0.00213489
198,4,80,153,371.929,0.00237847
199,4,80,182,392.098,0.00256417
200,4,80,398,203.273,0.00301558
201,4,80,377,281.176,0.00352965
202,4,80,209,477.625,0.00403833
203,4,80,388,470.682,0.00493625
204,4,80,495,99.8864,0.00282934
205,4,80,572,277.694,0.00447991
206,4,80,353,354.064,0.00527689
207,4,80,435,436.463,0.00613306
208,4,80,591,204.027,0.00278263
209,4,80,600,261.472,0.00353725
210,4,80,500,324.386,0.00581857
211,4,80,554,435.435,0.00670336
212,4,80,650,112.746,0.00301087
213,4,80,817,212.672,0.00418638
214,4,80,867,353.658,0.00676831
215,4,80,720,488.71,0.00630129
216,4,80,975,149.614,0.00328295
217,4,80,949,202.12,0.00512844
218,4,80,903,354.568,0.00691237
219,4,80,671,504.509,0.00817466
220,4,80,518,218.08,0.00246394
221,4,80,1172,237.521,0.00433244
222,4,80,895,367.761,0.00452756
223,4,80,566,463.111,0.00561895
224,4,100,156,132.846,0.000965013
225,4,100,296,301.5,0.00501409
226,4,100,325,400.323,0.00478391
227,4,100,385,545,0.00586634
228,4,100,430,226,0.00487213
229,4,100,680,235.852,0.00710103
230,4,100,634,297,0.00892494
231,4,100,303,501.143,0.00703137
232,4,100,570,63.5789,0.00310781
233,4,100,885,310.093,0.00913532
234,4,100,708,388.442,0.0114326
235,4,100,777,466.458,0.0145838
236,4,100,721,134.127,0.00382854
237,4,100,1136,230.71,0.00866711
238,4,100,829,399.189,0.0120307
239,4,100,869,523.293,0.0173111
240,4,100,1014,127.323,0.00540818
241,4,100,636,274.75,0.00815766
242,4,100,1301,381.193,0.0143875
243,4,100,1195,390.326,0.00990558
244,4,100,1397,167.122,0.00721532
245,4,100,1568,263.885,0.00746368
246,4,100,1237,316.179,0.0142669
247,4,100,1307,477.529,0.0130838
248,4,100,1207,125.234,0.00616326
249,4,100,1691,274.741,0.00898684
250,4,100,1018,389.357,0.0106137
251,4,100,1284,419.733,0.0113984
252,4,120,676,171.651,0.00461645
253,4,120,487,306.226,0.00820974
254,4,120,278,519,0.00808212
255,4,120,372,492.672,0.0110699
256,4,120,888,116.485,0.00653173
257,4,120,831,258.208,0.0103538
258,4,120,938,326,0.0178429
259,4,120,874,418.904,0.0172731
260,4,120,692,186.952,0.00831125
261,4,120,1150,168.616,0.00955656
262,4,120,1209,394.525,0.0191832
263,4,120,1066,438.757,0.0241912
264,4,120,1260,156.879,0.011088
265,4,120,1290,279.239,0.013005
266,4,120,1583,330.233,0.0201828
267,4,120,1672,425.565,0.0237838
268,4,120,1680,144.462,0.00846871
269,4,120,1139,260.227,0.0167413
270,4,120,689,311.075,0.0161678
271,4,120,1425,464.329,0.0364585
272,4,120,1894,87.8835,0.00740917
273,4,120,1752,362.544,0.0131306
274,4,120,2079,401.11,0.0152533
275,4,120,1353,454.947,0.0424081
276,4,120,2368,180.771,0.0108765
277,4,120,1820,348.914,0.0132608
278,4,120,2495,293.893,0.0164024
279,4,120,1643,481.805,0.0257979
280,4,140,712,206.304,0.00871242
281,4,140,568,339.091,0.0103844
282,4,140,358,381.706,0.010545
283,4,140,752,379.148,0.0189455
284,4,140,1324,131.64,0.0112452
285,4,140,469,369.115,0.0138472
286,4,140,1016,324.871,0.0230362
287,4,140,1152,497.378,0.0301241
288,4,140,1207,133.843,0.00958355
289,4,140,1432,233.644,0.0126076
290,4,140,1126,336.639,0.0217261
291,4,140,1564,485.836,0.0384315
292,4,140,1654,149.747,0.0256289
293,4,140,762,213.197,0.0141322
294,4,140,1926,422.825,0.0320349
295,4,140,1347,481.669,0.0708183
296,4,140,2164,123.157,0.010395
297,4,140,2817,204.647,0.0240711
298,4,140,1896,361.078,0.0178454
299,4,140,1958,420.288,0.0308386
300,4,140,1822,157.727,0.0178316
301,4,140,2530,278.304,0.0176902
302,4,140,1193,357.628,0.0390059
303,4,140,3080,477.837,0.0448638
304,4,140,2745,81.7627,0.008466
305,4,140,3411,240.115,0.0218974
306,4,140,3507,290.417,0.0287524
307,4,140,2256,475.167,0.0312223
308,4,160,500,200.792,0.00685435
309,4,160,726,300.045,0.0135508
310,4,160,448,351.58,0.0146917
311,4,160,386,487.33,0.0137133
312,4,160,794,201,0.0153609
313,4,160,1335,269.044,0.0282111
314,4,160,1531,292.463,0.0294514
315,4,160,1118,464.654,0.0442081
316,4,160,985,124.636,0.0115055
317,4,160,1636,241.962,0.0304733
318,4,160,1887,366.77,0.0419947
319,4,160,1695,416.849,0.0371516
320,4,160,2792,111.721,0.0231414
321,4,160,2034,260.986,0.0234144
322,4,160,2771,365.63,0.0451054
323,4,160,3061,382.695,0.0578955
324,4,160,2855,192.287,0.0179152
325,4,160,3168,237.027,0.0518209
326,4,160,2491,344.595,0.0549773
327,4,160,2836,446.557,0.0527786
328,4,160,1169,213.451,0.00882989
329,4,160,2904,239.145,0.0213733
330,4,160,2819,392.874,0.0307411
331,4,160,2641,459.582,0.0490811
332,4,160,2088,81.7113,0.0142507
333,4,160,3324,233.649,0.0239047
334,4,160,4166,340.353,0.0507914
335,4,160,2475,433.808,0.0517453
336,4,180,1266,92.679,0.00680188
337,4,180,1384,298.017,0.0268863
338,4,180,1246,363.43,0.0316378
339,4,180,1374,481.333,0.0383345
340,4,180,1736,136.826,0.0170821
341,4,180,1147,287.222,0.0232563
342,4,180,1849,285.172,0.0319132
343,4,180,1932,444.515,0.0503351
344,4,180,2267,134.445,0.0172324
345,4,180,1804,269.221,0.0349561
346,4,180,1163,341.325,0.0255591
347,4,180,1934,444.338,0.0812689
348,4,180,1088,241.516,0.0284737
349,4,180,3725,254.694,0.0358112
350,4,180,2553,304.865,0.0749615
351,4,180,2423,562.808,0.0647705
352,4,180,2042,142.51,0.0319182
353,4,180,3331,202.061,0.0288653
354,4,180,2409,372.939,0.117426
355,4,180,2457,403.413,0.182229
356,4,180,3944,161.169,0.0240519
357,4,180,3710,232.797,0.034143
358,4,180,3796,380.551,0.115401
359,4,180,4430,385.053,0.0472392
360,4,180,3797,126.207,0.0167646
361,4,180,5442,236.86,0.0460665
362,4,180,6396,340.517,0.0756471
363,4,180,5154,456.707,0.0604886
364,4,200,1446,176.347,0.015518
365,4,200,1398,238.583,0.0259622
366,4,200,1608,386,0.0459992
367,4,200,429,622.546,0.0213794
368,4,200,782,195.694,0.0109827
369,4,200,2505,296.882,0.0455684
370,4,200,1800,363.223,0.0721037
371,4,200,1837,397.177,0.0746351
372,4,200,1602,189.079,0.0429276
373,4,200,1543,292.853,0.0646409
374,4,200,2446,463.779,0.0572092
375,4,200,3114,460.709,0.0775381
376,4,200,3050,137.115,0.0262345
377,4,200,3416,295.603,0.0555069
378,4,200,2643,386.788,0.0485886
379,4,200,3862,427.263,0.0809488
380,4,200,4737,89.7453,0.0598933
381,4,200,2169,273.18,0.0727175
382,4,200,4031,375.617,0.0543224
383,4,200,3945,415.646,0.0944367
384,4,200,5828,111.518,0.0389621
385,4,200,1434,385.455,0.0267793
386,4,200,5672,333.641,0.0628732
387,4,200,5434,452.687,0.111625
388,4,200,4867,158.187,0.0282005
389,4,200,7099,236.624,0.068893
390,4,200,3500,293.656,0.110445
391,4,200,1635,630.231,0.0438067
392,5,80,197,212.308,0.00198891
393,5,80,208,307.548,0.00218278
394,5,80,133,474.5,0.00235683
395,5,80,205,526.118,0.00323331
396,5,80,303,200.956,0.0027287
397,5,80,249,362.81,0.00364347
398,5,80,297,357.697,0.0047302
399,5,80,311,455.848,0.00551092
400,5,80,348,129.88,0.0022168
401,5,80,349,312.585,0.00631998
402,5,80,340,368.31,0.00550889
403,5,80,359,512.238,0.00865765
404,5,80,471,186.305,0.00435147
405,5,80,504,316.319,0.00544708
406,5,80,460,390.688,0.0060522
407,5,80,520,406.291,0.00899324
408,5,80,592,124.415,0.00400902
409,5,80,588,263.866,0.00421593
410,5,80,450,333.922,0.00472166
411,5,80,468,478.461,0.0117512
412,5,80,678,131.134,0.00307155
413,5,80,767,243,0.0043657
414,5,80,842,317.921,0.00548753
415,5,80,763,436.23,0.0106687
416,5,80,744,158.375,0.00357262
417,5,80,1036,218.2,0.00426574
418,5,80,828,274.468,0.00629184
419,5,80,704,380.654,0.00524537
420,5,100,231,242.625,0.00328196
421,5,100,264,298.708,0.00570154
422,5,100,184,484.143,0.00391798
423,5,100,334,440.769,0.00724001
424,5,100,434,128.889,0.00428349
425,5,100,504,252.756,0.0076871
426,5,100,498,310.256,0.0121888
427,5,100,499,398.164,0.0123728
428,5,100,596,174.298,0.00674343
429,5,100,496,246.146,0.0135079
430,5,100,673,330.388,0.0110493
431,5,100,518,441.943,0.0155558
432,5,100,492,152.435,0.00714535
433,5,100,607,307.733,0.0194784
434,5,100,395,410.333,0.0100931
435,5,100,879,390.919,0.0118664
436,5,100,872,97.9559,0.00498079
437,5,100,892,231.278,0.0116975
438,5,100,832,333.376,0.00948399
439,5,100,897,510.326,0.0109609
440,5,100,1254,79.4941,0.0130758
441,5,100,1435,274.589,0.00885717
442,5,100,884,444.486,0.0133044
443,5,100,1176,430.726,0.00934667
444,5,100,1268,144.349,0.00620552
445,5,100,1078,176.402,0.00839563
446,5,100,1275,338.523,0.00917683
447,5,100,898,488.321,0.00946624
448,5,120,267,239.765,0.0027361
449,5,120,290,236.432,0.00421284
450,5,120,266,366.408,0.00686175
451,5,120,475,469.8,0.013939
452,5,120,690,110.812,0.00824133
453,5,120,609,229.031,0.0109822
454,5,120,468,370.292,0.0173994
455,5,120,597,448.618,0.0230971
456,5,120,743,96.9468,0.00766194
457,5,120,886,211.5,0.0119008
458,5,120,598,376.729,0.0229708
459,5,120,810,448.192,0.0309293
460,5,120,886,139.474,0.00904427
461,5,120,1189,251.174,0.0159494
462,5,120,1256,316.487,0.0279181
463,5,120,834,421.453,0.0146698
464,5,120,1243,122.216,0.0151557
465,5,120,1368,224.33,0.0233306
466,5,120,1036,298.7,0.02148
467,5,120,1555,362.983,0.0178734
468,5,120,1795,101.525,0.0168546
469,5,120,1274,287.213,0.0197128
470,5,120,1577,383.507,0.0190841
471,5,120,1547,392.762,0.0146116
472,5,120,1132,86.1414,0.00878446
473,5,120,2133,274.809,0.0208148
474,5,120,1164,369.879,0.0121773
475,5,120,1594,413.931,0.024391
476,5,140,590,165.76,0.010899
477,5,140,405,262.419,0.0115865
478,5,140,625,386.395,0.013293
479,5,140,667,440.824,0.0159775
480,5,140,922,196.591,0.0164969
481,5,140,856,183.323,0.0104828
482,5,140,990,298.778,0.0221213
483,5,140,840,436.073,0.0417042
484,5,140,1093,137.091,0.0250188
485,5,140,1460,247.839,0.0252591
486,5,140,1105,325.629,0.0243786
487,5,140,1322,435.465,0.0315887
488,5,140,1033,106.162,0.0258947
489,5,140,1796,221.326,0.023049
490,5,140,1507,361.473,0.0283093
491,5,140,1913,439.895,0.0473298
492,5,140,965,84.1429,0.0102244
493,5,140,2310,236.306,0.017856
494,5,140,2266,323.351,0.0352196
495,5,140,1202,444.863,0.0218439
496,5,140,1773,174.688,0.0256311
497,5,140,2298,229.165,0.018596
498,5,140,2605,283.236,0.0305696
499,5,140,1747,387.4,0.0208781
500,5,140,2295,122.891,0.0128376
501,5,140,2559,218.431,0.0168118
502,5,140,1858,357.379,0.0252066
503,5,140,3048,441.15,0.0358396
504,5,160,762,175.044,0.0151437
505,5,160,904,207.029,0.0154465
506,5,160,889,355.558,0.0238985
507,5,160,1064,344.762,0.0219056
508,5,160,1099,140.484,0.0323664
509,5,160,1041,247.822,0.0254367
510,5,160,1523,290.96,0.0336506
511,5,160,1362,451.834,0.0632364
512,5,160,1368,218.866,0.0276032
513,5,160,1970,311.765,0.0366586
514,5,160,1876,259.753,0.0466739
515,5,160,907,475.724,0.0465138
516,5,160,1874,131.278,0.0273865
517,5,160,2084,211.131,0.0265341
518,5,160,1762,414.505,0.0407463
519,5,160,1557,443.287,0.126248
520,5,160,2163,65.5769,0.0297361
521,5,160,1462,194.437,0.0408328
522,5,160,2658,329.195,0.0332371
523,5,160,2037,370.515,0.0645037
524,5,160,1537,122.658,0.0127016
525,5,160,2841,245.223,0.0308836
526,5,160,3488,325.839,0.035434
527,5,160,3528,369.631,0.0420763
528,5,160,3150,119.741,0.018627
529,5,160,3043,194.246,0.0175189
530,5,160,2820,348.853,0.0303423
531,5,160,2945,353.803,0.0280704
532,5,180,928,153.188,0.0177144
533,5,180,1281,293.071,0.0218131
534,5,180,485,434.222,0.0201126
535,5,180,1230,476.294,0.0563758
536,5,180,1145,142.135,0.0217439
537,5,180,1190,258.481,0.0615191
538,5,180,1564,311.494,0.0568927
539,5,180,1708,411.953,0.054476
540,5,180,1839,104,0.0169582
541,5,180,1631,211.395,0.0385501
542,5,180,1857,350.763,0.0360675
543,5,180,1320,433.812,0.0344659
544,5,180,2448,118.291,0.0317553
545,5,180,3204,220.694,0.0764946
546,5,180,1768,294.763,0.0537373
547,5,180,2850,406.827,0.0538289
548,5,180,2629,113.669,0.0760037
549,5,180,2323,356.773,0.0338593
550,5,180,1910,343.235,0.0719623
551,5,180,2772,423.438,0.113507
552,5,180,3535,108.241,0.0225069
553,5,180,3322,220.337,0.0290791
554,5,180,3308,305.281,0.0617897
555,5,180,4206,474.081,0.0855326
556,5,180,3305,95.6667,0.0244496
557,5,180,4819,260.109,0.0330049
558,5,180,3059,367.278,0.0729156
559,5,180,3542,452.21,0.0541971
560,5,200,1139,130.959,0.0183382
561,5,200,1576,261.853,0.0278574
562,5,200,893,341.482,0.0497657
563,5,200,1369,472.701,0.055174
564,5,200,1115,113.341,0.0263799
565,5,200,1401,249.3,0.0861403
566,5,200,1716,353.278,0.0545407
567,5,200,2287,387.918,0.106151
568,5,200,2976,145.929,0.0648478
569,5,200,1906,215.973,0.0713469
570,5,200,2109,343.81,0.0704058
571,5,200,1408,551.815,0.120738
572,5,200,2765,119.762,0.0842698
573,5,200,3044,192.602,0.0626106
574,5,200,1418,339.172,0.0721698
575,5,200,3032,464.368,0.204607
576,5,200,4267,87.3436,0.032544
577,5,200,3345,210.93,0.0362543
578,5,200,3930,309.995,0.0543239
579,5,200,3069,400.557,0.186004
580,5,200,5281,119.193,0.0582794
581,5,200,5814,212.964,0.0486077
582,5,200,5868,332.313,0.115435
583,5,200,4770,425.206,0.107528
584,5,200,4448,197.515,0.0479778
585,5,200,1920,273.833,0.0227651
586,5,200,5480,373.609,0.072357
587,5,200,4680,423.078,0.172462
588,6,80,168,241.786,0.00174428
589,6,80,169,340.263,0.00224854
590,6,80,186,493,0.00284892
591,6,80,155,427.183,0.0030321
592,6,80,263,240.409,0.00432903
593,6,80,260,269,0.00375604
594,6,80,231,475.333,0.00654517
595,6,80,246,484.083,0.00628717
596,6,80,387,184.114,0.00503525
597,6,80,304,315.9,0.00625373
598,6,80,253,262.212,0.00557756
599,6,80,297,477.029,0.00798924
600,6,80,443,233.575,0.00637309
601,6,80,474,231.845,0.00418586
602,6,80,448,335.906,0.005414
603,6,80,459,397.426,0.00567157
604,6,80,574,123.265,0.00540079
605,6,80,463,248.137,0.0040127
606,6,80,488,420.347,0.011722
607,6,80,562,430.792,0.00981754
608,6,80,615,121,0.00474134
609,6,80,667,232.696,0.00467095
610,6,80,614,304.986,0.00601718
611,6,80,707,334.231,0.00982424
612,6,80,719,116.152,0.00535008
613,6,80,737,195.535,0.00343541
614,6,80,720,252.653,0.00609332
615,6,80,747,389.342,0.00773569
616,6,100,293,130.618,0.00289729
617,6,100,214,283.4,0.00533306
618,6,100,293,395.304,0.00551276
619,6,100,251,439.279,0.00557557
620,6,100,424,150.176,0.00394895
621,6,100,302,240.409,0.00770628
622,6,100,387,371.36,0.0130594
623,6,100,398,510.722,0.0146748
624,6,100,638,135.78,0.0100621
625,6,100,557,211.625,0.0111379
626,6,100,592,340.989,0.0162307
627,6,100,554,475.846,0.0217274
628,6,100,493,105.164,0.00399245
629,6,100,729,265.511,0.00666783
630,6,100,647,331.953,0.0197503
631,6,100,655,407.298,0.0134215
632,6,100,702,143.365,0.00756562
633,6,100,628,318.241,0.0153721
634,6,100,777,349.015,0.0124821
635,6,100,771,379.685,0.00882189
636,6,100,1058,154.068,0.00649285
637,6,100,740,250.731,0.00631023
638,6,100,767,331.365,0.00662984
639,6,100,943,437.917,0.0106046
640,6,100,1006,103.535,0.00468207
641,6,100,1175,260.217,0.00700713
642,6,100,1132,357.16,0.00861429
643,6,100,1182,448.227,0.00893354
644,6,120,231,216,0.00317452
645,6,120,365,301.354,0.00919352
646,6,120,442,296.75,0.00887484
647,6,120,336,467.944,0.0145952
648,6,120,718,128.862,0.0102056
649,6,120,567,217.157,0.0114077
650,6,120,543,351.771,0.0220906
651,6,120,561,397.387,0.0154164
652,6,120,585,201.52,0.0204056
653,6,120,689,212.17,0.0119167
654,6,120,768,358.944,0.0155909
655,6,120,841,368.664,0.0238502
656,6,120,862,110.411,0.0230897
657,6,120,948,256.35,0.0175
658,6,120,948,360.832,0.0282323
659,6,120,741,430.624,0.0290964
660,6,120,1293,119.235,0.00983936
661,6,120,1147,212.5,0.0107855
662,6,120,880,344.324,0.0274967
663,6,120,900,510.187,0.040263
664,6,120,1310,135.034,0.0115062
665,6,120,1192,242.396,0.00935105
666,6,120,1249,311.527,0.0187099
667,6,120,1269,383.869,0.0143349
668,6,120,1502,93.5542,0.0115084
669,6,120,1616,226.699,0.00993737
670,6,120,2040,355.588,0.0197028
671,6,120,1398,421.56,0.0146583
672,6,140,494,114.423,0.00509684
673,6,140,383,260.357,0.0204237
674,6,140,464,365.523,0.0183953
675,6,140,472,453.941,0.0261979
676,6,140,1019,159.625,0.022348
677,6,140,401,295.306,0.0249592
678,6,140,646,363.465,0.0389849
679,6,140,609,422.44,0.0245022
680,6,140,1059,114.58,0.0155946
681,6,140,1080,233.14,0.0217448
682,6,140,991,330.632,0.0407144
683,6,140,643,422.087,0.0798361
684,6,140,1172,88.3636,0.0396118
685,6,140,1210,252.664,0.0340116
686,6,140,1430,328.792,0.0361405
687,6,140,1636,474.48,0.0482495
688,6,140,1533,93.5351,0.0142322
689,6,140,1814,227.653,0.0314078
690,6,140,1081,276.287,0.0323878
691,6,140,1487,441.075,0.0298029
692,6,140,2044,113.65,0.0116845
693,6,140,1834,235.203,0.028359
694,6,140,1929,326.076,0.0283499
695,6,140,1908,425.64,0.0852295
696,6,140,2457,157.336,0.0128874
697,6,140,1908,342.604,0.0194339
698,6,140,2084,335.254,0.0272847
699,6,140,2352,455.674,0.0229343
700,6,160,373,186.167,0.00619698
701,6,160,692,239.348,0.0302984
702,6,160,680,348.115,0.0273729
703,6,160,652,427.973,0.015917
704,6,160,902,125.175,0.0212824
705,6,160,1114,228.434,0.038161
706,6,160,1040,306.705,0.0595498
707,6,160,928,450.647,0.0696924
708,6,160,1572,120.604,0.0202354
709,6,160,1666,194.876,0.0551402
710,6,160,1257,311.119,0.0552617
711,6,160,779,429.435,0.109948
712,6,160,1638,127.908,0.019688
713,6,160,1856,199.951,0.0239623
714,6,160,1942,334.783,0.0380084
715,6,160,1439,404,0.204673
716,6,160,2020,104.103,0.0460803
717,6,160,1718,259.023,0.0316912
718,6,160,2149,323.785,0.043001
719,6,160,1593,435.752,0.0842327
720,6,160,2020,153.466,0.0164374
721,6,160,2517,144.199,0.0291359
722,6,160,2583,358.007,0.0348536
723,6,160,2198,489.209,0.0350157
724,6,160,3441,114.396,0.0203061
725,6,160,2680,211.486,0.0194737
726,6,160,2809,316.967,0.0338657
727,6,160,2778,414.705,0.0456983
728,6,180,982,178.8,0.0304966
729,6,180,871,229.447,0.0200013
730,6,180,845,316.279,0.0237827
731,6,180,879,445.139,0.0436193
732,6,180,1319,135.482,0.0411464
733,6,180,1414,246.38,0.0580057
734,6,180,1401,300.25,0.0476718
735,6,180,705,413.865,0.0526908
736,6,180,2277,125.579,0.0425974
737,6,180,1995,256.845,0.0453224
738,6,180,1267,341.656,0.0614008
739,6,180,1706,393.273,0.0887684
740,6,180,1440,160.789,0.0878759
741,6,180,1802,226.031,0.0964344
742,6,180,1199,381.196,0.0889598
743,6,180,2130,452.503,0.137752
744,6,180,2224,117.796,0.0703311
745,6,180,3294,250.678,0.0428663
746,6,180,2441,306.224,0.106146
747,6,180,1791,462.244,0.145403
748,6,180,2087,124.506,0.0226475
749,6,180,3331,243.427,0.038698
750,6,180,2767,287.349,0.0387695
751,6,180,3232,438.302,0.0767939
752,6,180,3085,109.766,0.0186153
