index,nrLayers,nrNodes,nrEdges,objectiveValue,timeElapsed
921,9,120,1211,211.106,0.559493
922,9,120,1015,273.246,0.363927
923,9,120,1040,459.792,0.215472
924,9,140,354,159.491,0.491997
925,9,140,368,285,0.511154
926,9,140,397,304.425,1.04468
927,9,140,368,378.957,5.71306
928,9,140,594,127.439,6.16508
929,9,140,597,219.354,10.2557
930,9,140,655,277.403,3.72642
931,9,140,598,438.024,7.8928
932,9,140,780,134,6.80808
933,9,140,730,218.234,11.6087
934,9,140,846,301.48,1.1958
935,9,140,526,315.402,2.62417
936,9,140,1011,71.3412,15.8908
937,9,140,1150,205.598,23.4014
938,9,140,1108,278.381,1.42958
939,9,140,932,340.752,10.7219
940,9,140,1038,174.514,5.03171
941,9,140,1120,195.18,2.09323
942,9,140,1246,287.677,13.0206
943,9,140,1076,325.777,15.9394
944,9,140,1386,129.056,13.869
945,9,140,1220,192.455,0.781793
946,9,140,1195,365.176,0.654574
947,9,140,1279,340.128,0.337513
948,9,140,1537,95.1327,8.04686
949,9,140,1209,207.615,0.338978
950,9,140,1579,350.023,0.406811
951,9,140,1655,397.985,0.530769
952,9,160,402,167.778,1.03348
953,9,160,483,152.63,1.28865
954,9,160,495,245.5,1.15704
955,9,160,502,367.746,4.57713
956,9,160,644,185.059,6.54537
957,9,160,763,197.715,11.1879
958,9,160,789,293.571,7.02114
959,9,160,566,426.445,5.72719
960,9,160,1045,144.5,13.0781
961,9,160,949,217.032,6.33596
962,9,160,778,343.74,1.93194
963,9,160,1172,383.074,56.2219
964,9,160,1209,112.615,29.2128
965,9,160,1270,176.526,5.39986
966,9,160,1182,300.671,6.44926
967,9,160,1161,394.162,14.2225
968,9,160,1471,86.8197,1.19466
969,9,160,1476,185.608,17.8528
970,9,160,1428,286.784,3.12669
971,9,160,1570,336.816,0.708864
972,9,160,1757,105.77,27.2159
973,9,160,1649,175.682,2.13172
974,9,160,1575,268.484,17.0804
975,9,160,1441,404.224,0.733827
976,9,160,2083,85.4315,0.530286
977,9,160,1837,231.83,0.98665
978,9,160,2098,263.961,0.39905
979,9,160,2075,357.813,0.458126
980,10,80,115,170.951,0.0889338
981,10,80,115,224.75,0.0448138
982,10,80,115,238.086,0.0620304
983,10,80,115,377.212,0.114472
984,10,80,172,158,0.113466
985,10,80,172,238,0.168074
986,10,80,172,373.942,0.294921
987,10,80,172,335.333,0.174245
988,10,80,230,143.273,0.153715
989,10,80,230,233.685,0.228073
990,10,80,230,283.431,0.2242
991,10,80,230,507.588,0.507935
992,10,80,288,127.786,0.203219
993,10,80,288,267.423,0.276614
994,10,80,288,285.936,0.174824
995,10,80,288,361.849,0.525793
996,10,80,345,113.79,1.02517
997,10,80,345,187.6,0.189938
998,10,80,345,295.446,0.239568
999,10,80,345,386.211,0.305231
1000,10,80,403,105.925,0.350658
1001,10,80,403,216.952,0.129682
1002,10,80,403,227.23,0.130757
1003,10,80,403,397.872,0.143649
1004,10,80,460,68.375,0.286494
1005,10,80,460,243.014,0.165325
1006,10,80,460,317.284,0.161791
1007,10,80,460,399.773,0.1833
1008,10,100,178,96.5556,0.107005
1009,10,100,177,234.607,0.193981
1010,10,100,176,226.588,0.300611
1011,10,100,170,392.348,0.190543
1012,10,100,269,195.971,0.206697
1013,10,100,281,237.845,0.542695
1014,10,100,272,314.769,1.18873
1015,10,100,279,389.641,0.567139
1016,10,100,323,140.226,0.290917
1017,10,100,364,194.036,0.245926
1018,10,100,378,313.217,0.452735
1019,10,100,362,384.587,0.652603
1020,10,100,459,146.905,4.4363
1021,10,100,436,179.08,4.12876
1022,10,100,461,294.659,0.811439
1023,10,100,448,418.774,0.610369
1024,10,100,547,97.7324,4.05532
1025,10,100,544,244.037,0.357443
1026,10,100,532,299.163,0.488227
1027,10,100,554,342.526,1.07287
1028,10,100,647,141.036,0.26975
1029,10,100,627,209.157,0.376744
1030,10,100,611,288.208,0.134001
1031,10,100,640,427.798,0.237448
1032,10,100,718,86.7534,0.394292
1033,10,100,748,179.359,0.191156
1034,10,100,697,348.526,0.132627
1035,10,100,710,459.652,0.227418
1036,10,120,238,150.51,0.271803
1037,10,120,254,274.317,2.8094
1038,10,120,285,340.865,0.319638
1039,10,120,252,336.585,0.49919
1040,10,120,373,166.472,3.30588
1041,10,120,402,267.164,0.652863
1042,10,120,358,267.383,0.810236
1043,10,120,393,394.119,3.10837
1044,10,120,497,131.014,8.84615
1045,10,120,517,250.5,3.63464
1046,10,120,512,325.925,10.1164
1047,10,120,473,327.337,6.62157
1048,10,120,591,108.924,0.783969
1049,10,120,623,216.684,7.2813
1050,10,120,654,322.694,1.53999
1051,10,120,606,341.473,5.23421
1052,10,120,801,101.662,1.86559
1053,10,120,730,235.233,0.252265
1054,10,120,761,296.487,0.330948
1055,10,120,770,361.073,0.771541
1056,10,120,874,133.52,0.388267
1057,10,120,896,203.773,0.871437
1058,10,120,933,330.948,0.453096
1059,10,120,968,401.838,0.433695
1060,10,120,975,72.9355,1.96024
1061,10,120,1088,226.757,0.248627
1062,10,120,1032,324.102,0.648415
1063,10,120,1018,398.708,0.249595
1064,10,140,354,126.328,3.40174
1065,10,140,325,230.259,0.751378
1066,10,140,334,317.517,1.09029
1067,10,140,348,331.028,4.29241
1068,10,140,583,133.625,5.49595
1069,10,140,565,214.479,5.39648
1070,10,140,528,291.121,12.7139
1071,10,140,539,385.468,14.2257
1072,10,140,647,137.5,3.96855
1073,10,140,713,262.518,11.3722
1074,10,140,691,262.765,21.304
1075,10,140,606,401.491,7.31514
1076,10,140,837,147,0.771244
1077,10,140,760,212.895,2.95478
1078,10,140,817,251.731,6.81555
1079,10,140,844,368.715,7.6048
1080,10,140,1056,159.18,0.497395
1081,10,140,949,223.009,6.32664
1082,10,140,979,270.863,0.771467
1083,10,140,1040,350.098,0.503359
1084,10,140,1103,122.545,1.99263
1085,10,140,1164,181.293,25.0086
1086,10,140,1267,275.642,0.596456
1087,10,140,1170,359.772,0.886262
1088,10,140,1350,117.754,0.423486
1089,10,140,1360,198.654,0.46408
1090,10,140,1343,354.761,0.490724
1091,10,140,1523,417.993,0.474889
1092,10,160,439,132.767,0.389938
1093,10,160,474,231.935,7.63217
1094,10,160,449,292.218,11.9106
1095,10,160,477,385.661,7.88277
1096,10,160,710,131.248,33.2153
1097,10,160,589,197.837,4.56071
1098,10,160,663,296.956,10.0232
1099,10,160,699,336.949,38.9481
1100,10,160,869,160.257,20.1581
1101,10,160,906,257.46,24.9345
1102,10,160,841,374.681,13.5076
1103,10,160,863,359.906,5.15557
1104,10,160,1195,93.4959,14.5058
1105,10,160,1174,241.223,19.7617
1106,10,160,1076,291.79,18.3331
1107,10,160,1102,359.884,14.1526
1108,10,160,1317,131.109,13.8601
1109,10,160,1089,127.619,5.8162
1110,10,160,1383,271.535,3.08761
1111,10,160,1567,395.814,8.92798
1112,10,160,1781,124.559,29.973
1113,10,160,1595,203.132,2.00845
1114,10,160,1698,309.02,16.1653
1115,10,160,1318,361.809,0.555539
1116,10,160,1639,110.479,0.564774
1117,10,160,1707,191.467,0.423222
1118,10,160,1605,253.407,0.485894
1119,10,160,1704,342.993,0.568673
