index,nrLayers,nrNodes,nrEdges,objectiveValue,timeElapsed
519,6,140,1092,408.451,0.0354579
520,6,140,1608,157.417,0.0211858
521,6,140,1002,222.254,0.0262522
522,6,140,1536,313.354,0.0277019
523,6,140,1254,349.46,0.0546307
524,6,140,1380,119.649,0.0194541
525,6,140,1962,241.462,0.0651037
526,6,140,2380,314.527,0.027594
527,6,140,1985,356.746,0.0359135
528,6,140,1815,157.24,0.01824
529,6,140,2265,248.873,0.0173538
530,6,140,2064,397.395,0.0219291
531,6,140,1988,406.699,0.0233467
532,6,160,642,196.98,0.0152677
533,6,160,798,228.5,0.0226487
534,6,160,623,319.146,0.0185403
535,6,160,800,428.92,0.0335752
536,6,160,681,162.486,0.0271475
537,6,160,787,255.032,0.0410482
538,6,160,1036,327.119,0.0471748
539,6,160,1244,450.465,0.0600853
540,6,160,1564,105.522,0.0225829
541,6,160,1195,217.37,0.0311187
542,6,160,1201,284.266,0.0523933
543,6,160,1528,413.784,0.0358659
544,6,160,1489,133.916,0.0634459
545,6,160,2326,207.76,0.0275346
546,6,160,1228,272.662,0.0280138
547,6,160,1972,425.096,0.0609182
548,6,160,1726,118.085,0.0494624
549,6,160,2308,245.593,0.0595922
550,6,160,1690,313.65,0.0293584
551,6,160,1733,440.655,0.0769854
552,6,160,2114,142.403,0.0242859
553,6,160,2273,228.014,0.0224742
554,6,160,2702,322.625,0.0491206
555,6,160,3056,416.395,0.061896
556,6,160,1984,104.61,0.0286788
557,6,160,3296,186.456,0.0178682
558,6,160,2615,290.357,0.0316798
559,6,160,2470,431.08,0.0320636
560,7,80,156,147.667,0.00153066
561,7,80,156,386.488,0.00239768
562,7,80,149,383.812,0.00188934
563,7,80,160,444.667,0.00317122
564,7,80,243,159.893,0.00377211
565,7,80,228,228.755,0.00451327
566,7,80,223,387.328,0.0059279
567,7,80,241,464.38,0.0145987
568,7,80,324,207.372,0.0108645
569,7,80,299,300.389,0.0158468
570,7,80,317,385.603,0.0101936
571,7,80,306,430.462,0.0246531
572,7,80,367,136.643,0.0103194
573,7,80,396,221.957,0.00870656
574,7,80,403,380.153,0.00531985
575,7,80,368,425.562,0.0163063
576,7,80,468,144.444,0.00496432
577,7,80,494,266.137,0.00442961
578,7,80,449,326.88,0.00626959
579,7,80,428,391.822,0.0105365
580,7,80,503,117.97,0.00324694
581,7,80,583,225.739,0.00567133
582,7,80,544,308.452,0.00780974
583,7,80,585,364.093,0.00783946
584,7,80,640,131.5,0.00618668
585,7,80,657,254.253,0.00511107
586,7,80,583,334.139,0.00610904
587,7,80,606,419.333,0.00648151
588,7,100,227,164.412,0.00388141
589,7,100,240,249.382,0.00620078
590,7,100,250,345.828,0.00865319
591,7,100,220,456.459,0.00670338
592,7,100,367,202.855,0.00730345
593,7,100,383,209.169,0.0120198
594,7,100,270,472.42,0.0121046
595,7,100,329,490.233,0.0194263
596,7,100,503,117.965,0.0102835
597,7,100,444,261.464,0.0205573
598,7,100,472,341.823,0.0254918
599,7,100,422,482.829,0.0315399
600,7,100,597,172.735,0.0183989
601,7,100,654,260.908,0.0225151
602,7,100,608,311.989,0.0274834
603,7,100,647,406.426,0.0152028
604,7,100,753,136.173,0.00889501
605,7,100,586,240.511,0.0213138
606,7,100,673,334.769,0.0143993
607,7,100,758,426.793,0.0313335
608,7,100,821,140.663,0.00973264
609,7,100,889,253.578,0.00983603
610,7,100,747,326.012,0.0137468
611,7,100,975,450.571,0.0138303
612,7,100,981,109.455,0.00844454
613,7,100,1036,261.163,0.00996366
614,7,100,892,326.725,0.0150097
615,7,100,1006,449.979,0.0141603
616,7,120,385,130.368,0.0058371
617,7,120,301,184.429,0.00682094
618,7,120,358,372.107,0.0176027
619,7,120,343,489.143,0.0149783
620,7,120,451,104.375,0.0105508
621,7,120,430,238.255,0.0222269
622,7,120,488,380.753,0.022179
623,7,120,482,449.571,0.0221034
624,7,120,804,159.623,0.0200829
625,7,120,707,247.288,0.0430614
626,7,120,658,312.333,0.0223017
627,7,120,688,385.293,0.0508826
628,7,120,645,158.828,0.0212806
629,7,120,945,251.825,0.0222446
630,7,120,853,285.582,0.0561058
631,7,120,840,428.439,0.0303278
632,7,120,1063,144,0.0262078
633,7,120,802,302.072,0.0210251
634,7,120,1132,371.922,0.0241348
635,7,120,964,436.454,0.0263446
636,7,120,1320,107.231,0.0336728
637,7,120,935,244.409,0.0181668
638,7,120,1108,293.855,0.0160583
639,7,120,1185,427.704,0.0192384
640,7,120,1445,129.34,0.00948999
641,7,120,1474,202.786,0.0141079
642,7,120,1491,408.851,0.0187718
643,7,120,1490,419.462,0.0155017
644,7,140,314,230.896,0.0126403
645,7,140,378,209.644,0.0103137
646,7,140,529,279.74,0.0168204
647,7,140,473,400.032,0.0212865
648,7,140,914,138.811,0.0199875
649,7,140,705,256.507,0.0190858
650,7,140,625,434.7,0.0334677
651,7,140,576,415.379,0.0458837
652,7,140,671,190.436,0.0385514
653,7,140,827,239.27,0.0434112
654,7,140,833,368.16,0.0429513
655,7,140,1028,425.109,0.0422544
656,7,140,1118,185.28,0.071925
657,7,140,1150,203.031,0.0375281
658,7,140,1198,288.579,0.0734248
659,7,140,893,421.679,0.041457
660,7,140,1560,146.421,0.0195132
661,7,140,1467,203.878,0.0352159
662,7,140,1065,376.273,0.0595217
663,7,140,1033,422.465,0.0946216
664,7,140,1666,136.318,0.0191076
665,7,140,1428,247.818,0.0194002
666,7,140,1467,346.258,0.0339807
667,7,140,1659,420.679,0.0253164
668,7,140,1692,62.4124,0.0270819
669,7,140,2025,196.69,0.0148315
670,7,140,2500,316.606,0.028352
671,7,140,1953,358.933,0.0243281
672,7,160,461,104.731,0.00515918
673,7,160,612,317,0.0311066
674,7,160,576,359.25,0.0319845
675,7,160,580,455,0.0343137
676,7,160,1084,134.097,0.0372385
677,7,160,451,286.093,0.045423
678,7,160,946,269.121,0.0469232
679,7,160,762,433.232,0.0614706
680,7,160,1131,94.5333,0.0266791
681,7,160,1396,253.236,0.042683
682,7,160,1176,363,0.0662891
683,7,160,1184,402.132,0.102309
684,7,160,1137,102.091,0.0309774
685,7,160,1312,247.992,0.0208414
686,7,160,1693,354.546,0.0648601
687,7,160,1568,481.883,0.0751641
688,7,160,1703,107.822,0.0422746
689,7,160,1986,216.372,0.0318165
690,7,160,1274,308.49,0.0541941
691,7,160,1719,439.418,0.043877
692,7,160,2365,138.417,0.0194205
693,7,160,2200,222.275,0.0490248
694,7,160,2089,331.172,0.0309804
695,7,160,2135,404.205,0.0332908
696,7,160,2666,157.724,0.0274387
697,7,160,2217,292.75,0.028127
698,7,160,2313,341.782,0.0309509
699,7,160,2836,437.411,0.0345345
700,8,80,139,181.706,0.00153275
701,8,80,132,244.533,0.00104776
702,8,80,136,401.81,0.00242282
703,8,80,147,452.962,0.00345811
704,8,80,218,128.692,0.00268077
705,8,80,207,313.842,0.00666755
706,8,80,207,335.067,0.00485743
707,8,80,197,394.216,0.00869868
708,8,80,294,146.278,0.0042792
709,8,80,285,185.841,0.00732566
710,8,80,279,359.872,0.0087869
711,8,80,258,463.926,0.00859349
712,8,80,354,207.656,0.00629204
713,8,80,357,231.627,0.00666779
714,8,80,342,284.423,0.00907098
715,8,80,335,445.286,0.00630211
716,8,80,404,183.519,0.00588329
717,8,80,400,217.866,0.00526817
718,8,80,422,355.276,0.00673499
719,8,80,444,433.705,0.00941472
720,8,80,493,93.9615,0.00534365
721,8,80,506,240.194,0.00501314
722,8,80,480,272,0.00450707
723,8,80,492,453.88,0.00681832
724,8,80,563,161.139,0.00447853
725,8,80,535,162.81,0.00847495
726,8,80,541,354.685,0.0041118
727,8,80,575,459.64,0.00481797
728,8,100,223,217.538,0.00476471
729,8,100,227,302.76,0.00734121
730,8,100,213,389.317,0.00528101
731,8,100,215,405,0.00716145
732,8,100,321,211.39,0.00731212
733,8,100,312,253.23,0.0139975
734,8,100,334,335.667,0.0147845
735,8,100,288,348.789,0.0188566
736,8,100,442,106.806,0.00973152
737,8,100,422,205.59,0.0167796
738,8,100,362,329.63,0.0130606
739,8,100,445,448.769,0.0155255
740,8,100,443,178.304,0.0157634
741,8,100,476,243.683,0.0101844
742,8,100,550,273.202,0.00980248
743,8,100,531,423.681,0.0126491
744,8,100,715,141.41,0.0150686
745,8,100,717,168.348,0.00940529
746,8,100,642,287.667,0.0173695
747,8,100,538,447.763,0.0111473
748,8,100,766,165.047,0.00797713
749,8,100,819,296.121,0.0094152
750,8,100,776,358.177,0.0104112
751,8,100,697,405.185,0.0108046
752,8,100,800,105.442,0.0101993
753,8,100,878,283.809,0.00741905
754,8,100,915,211.934,0.00686318
755,8,100,852,401,0.00840337
756,8,120,335,196.586,0.00798267
757,8,120,309,261.952,0.00878364
758,8,120,252,361.377,0.011035
759,8,120,312,457.055,0.0158184
760,8,120,495,114.276,0.0115582
761,8,120,407,219.946,0.0214251
762,8,120,464,397.265,0.0185047
763,8,120,493,463.055,0.0182155
764,8,120,724,98.7077,0.0169155
765,8,120,603,283.608,0.0272453
766,8,120,595,323.108,0.0317094
767,8,120,664,392.742,0.0523582
768,8,120,764,120.721,0.0210975
769,8,120,838,277.509,0.0166646
770,8,120,805,380.213,0.0199091
771,8,120,726,461.5,0.033624
772,8,120,880,100.989,0.01528
773,8,120,894,250.079,0.0169817
774,8,120,964,304.735,0.0221169
775,8,120,793,413.142,0.0176854
776,8,120,1036,69.7955,0.0135188
777,8,120,1073,262.709,0.0179986
778,8,120,1169,318.288,0.0198717
779,8,120,1100,479.197,0.0270059
780,8,120,1006,104.872,0.0101742
781,8,120,1253,276.099,0.0125231
782,8,120,1352,310.83,0.0129135
783,8,120,1321,423.884,0.0156877
784,8,140,496,165.184,0.0141026
785,8,140,393,202.457,0.0134224
786,8,140,429,321.313,0.0176749
787,8,140,384,399.127,0.0180959
788,8,140,702,154.978,0.0262765
789,8,140,666,298.027,0.0355938
790,8,140,516,279.203,0.0399427
791,8,140,560,445.542,0.0304068
792,8,140,947,172.912,0.0348671
793,8,140,880,237.563,0.0224872
794,8,140,884,326.394,0.0531925
795,8,140,797,483.699,0.0336529
796,8,140,731,224.667,0.028034
797,8,140,927,294.164,0.0264054
798,8,140,1031,337.97,0.0397572
799,8,140,1223,378.058,0.0350569
800,8,140,1039,123.567,0.0170323
801,8,140,974,235.327,0.0368738
802,8,140,1366,325.585,0.0261416
803,8,140,1252,443.167,0.042246
804,8,140,1393,127.01,0.0328792
805,8,140,1534,226.29,0.0188793
806,8,140,1513,307.029,0.0200291
807,8,140,1661,456.5,0.0430162
808,8,140,1825,65.8651,0.013799
809,8,140,1950,216.679,0.0170513
810,8,140,1848,291.841,0.018761
811,8,140,1766,387.667,0.0256507
812,8,160,576,196.034,0.0200218
813,8,160,733,227.146,0.020971
814,8,160,584,300.604,0.0274694
815,8,160,639,424.093,0.0473063
816,8,160,856,142.944,0.0366645
817,8,160,814,206.168,0.0418307
818,8,160,717,308.898,0.0360547
819,8,160,823,370.007,0.0590685
820,8,160,1126,123.302,0.050377
821,8,160,1136,204.684,0.0609268
822,8,160,1082,306.765,0.0419826
823,8,160,1195,380.139,0.111313
824,8,160,1591,117.4,0.0311223
825,8,160,1367,177.929,0.0354835
826,8,160,1402,294.641,0.0982045
827,8,160,1296,399.552,0.0371492
828,8,160,1486,103.687,0.0384543
829,8,160,2002,203.911,0.0375992
830,8,160,1530,303.298,0.0412199
831,8,160,1692,456.351,0.043975
832,8,160,2129,135.596,0.0250715
833,8,160,1941,242.993,0.028255
834,8,160,1408,346.835,0.0208118
835,8,160,1731,451.042,0.0339604
836,8,160,2219,115.61,0.0305243
837,8,160,2291,238.932,0.0258263
838,8,160,2255,316.09,0.0237117
839,8,160,2129,456.736,0.0419385
840,9,80,123,185.931,0.0019352
841,9,80,126,278.542,0.00185665
842,9,80,121,358.708,0.000974379
843,9,80,126,420.633,0.00208547
844,9,80,188,105.286,0.00506868
845,9,80,192,285.418,0.00707902
846,9,80,195,390.423,0.0133843
847,9,80,184,457.053,0.00607173
848,9,80,247,173.545,0.00583639
849,9,80,250,322.193,0.00712488
850,9,80,259,332.29,0.00626269
851,9,80,248,416.671,0.00532336
852,9,80,312,116.633,0.00372106
853,9,80,323,232.131,0.00902595
854,9,80,319,399.016,0.0103879
855,9,80,311,339.13,0.0130849
856,9,80,376,71.6538,0.00523963
857,9,80,388,220.817,0.0051522
858,9,80,372,454.521,0.00661232
859,9,80,379,429.62,0.0092898
860,9,80,437,158.241,0.00556779
861,9,80,455,249.838,0.00852869
862,9,80,453,318.282,0.0048843
863,9,80,434,417.479,0.00600534
864,9,80,516,115.838,0.00352411
865,9,80,504,258.528,0.00435143
866,9,80,514,291.118,0.00589806
867,9,80,501,423.423,0.00762193
868,9,100,190,138.826,0.0040029
869,9,100,194,278.85,0.00649291
870,9,100,176,311.71,0.00452928
871,9,100,192,451.421,0.00704404
872,9,100,291,213.87,0.0119128
873,9,100,274,275.279,0.0073601
874,9,100,281,341.373,0.00763791
875,9,100,300,462.083,0.0162602
876,9,100,377,115.45,0.0106913
877,9,100,425,256.042,0.0164825
878,9,100,371,330.101,0.0289672
879,9,100,394,385.879,0.017679
880,9,100,517,128.719,0.0193049
881,9,100,496,194.56,0.00939738
882,9,100,452,361.068,0.0170902
883,9,100,494,423.548,0.012902
884,9,100,535,149.183,0.00976631
885,9,100,596,184.79,0.0127525
886,9,100,629,312.989,0.0122305
887,9,100,574,425.543,0.0159427
888,9,100,700,121.768,0.00893372
889,9,100,694,215.564,0.00771141
890,9,100,613,350.06,0.0096
891,9,100,682,419.923,0.0164311
892,9,100,742,118.568,0.00753557
893,9,100,851,235.032,0.0073408
894,9,100,773,383.684,0.00760619
895,9,100,747,450.262,0.0106082
896,9,120,232,252,0.00801754
897,9,120,293,246.094,0.00852253
898,9,120,218,337.848,0.00995496
899,9,120,285,469.061,0.0166749
900,9,120,448,67.5738,0.0112331
901,9,120,462,215.921,0.0208969
902,9,120,473,323.846,0.018507
903,9,120,410,484.804,0.0278456
904,9,120,560,190.2,0.0274001
905,9,120,577,225.632,0.0260947
906,9,120,528,295.558,0.0430167
907,9,120,665,453.758,0.0282418
908,9,120,650,179.908,0.0151222
909,9,120,727,222.324,0.0638438
910,9,120,722,327.683,0.0171502
911,9,120,679,452.798,0.0421475
912,9,120,828,113.33,0.0226424
913,9,120,879,218.806,0.0189832
914,9,120,764,346.815,0.0148989
915,9,120,768,424.353,0.025458
