685,4,230,0.372134,6.17222,4.63827,1.04821
686,4,230,0.372134,6.17222,4.63827,1.04821
687,4,230,0.372134,6.17222,4.63827,1.04821
688,4,230,0.372134,6.17222,4.63827,1.04821
689,4,230,0.372134,6.17222,4.63827,1.04821
690,3,1406,0.421554,8.17149,5.07875,1.69108
691,3,1406,0.421554,8.17149,5.07875,1.69108
692,3,1406,0.421554,8.17149,5.07875,1.69108
693,3,1406,0.421554,8.17149,5.07875,1.69108
694,3,1406,0.421554,8.17149,5.07875,1.69108
695,10,251,0.312749,7.96531,4.9998,3.25757
696,10,251,0.312749,7.96531,4.9998,3.25757
697,10,251,0.312749,7.96531,4.9998,3.25757
698,10,251,0.312749,7.96531,4.9998,3.25757
699,10,251,0.312749,7.96531,4.9998,3.25757
700,3,1498,0.380174,3.9022,4.31079,3.23858
701,3,1498,0.380174,3.9022,4.31079,3.23858
702,3,1498,0.380174,3.9022,4.31079,3.23858
703,3,1498,0.380174,3.9022,4.31079,3.23858
704,3,1498,0.380174,3.9022,4.31079,3.23858
705,10,1676,0.39618,3.77066,2.32056,0.706141
706,10,1676,0.39618,3.77066,2.32056,0.706141
707,10,1676,0.39618,3.77066,2.32056,0.706141
708,10,1676,0.39618,3.77066,2.32056,0.706141
709,10,1676,0.39618,3.77066,2.32056,0.706141
710,7,413,0.311716,6.58621,3.97848,2.50928
711,7,413,0.311716,6.58621,3.97848,2.50928
712,7,413,0.311716,6.58621,3.97848,2.50928
713,7,413,0.311716,6.58621,3.97848,2.50928
714,7,413,0.311716,6.58621,3.97848,2.50928
715,6,629,0.406682,8.80189,3.96124,0.983334
716,6,629,0.406682,8.80189,3.96124,0.983334
717,6,629,0.406682,8.80189,3.96124,0.983334
718,6,629,0.406682,8.80189,3.96124,0.983334
719,6,629,0.406682,8.80189,3.96124,0.983334
720,6,1707,0.4407,8.0915,1.19467,1.00603
721,6,1707,0.4407,8.0915,1.19467,1.00603
722,6,1707,0.4407,8.0915,1.19467,1.00603
723,6,1707,0.4407,8.0915,1.19467,1.00603
724,6,1707,0.4407,8.0915,1.19467,1.00603
725,3,1070,0.356451,8.69264,1.76557,1.09702
726,3,1070,0.356451,8.69264,1.76557,1.09702
727,3,1070,0.356451,8.69264,1.76557,1.09702
728,3,1070,0.356451,8.69264,1.76557,1.09702
729,3,1070,0.356451,8.69264,1.76557,1.09702
730,5,518,0.363772,1.91885,4.48265,0.822127
731,5,518,0.363772,1.91885,4.48265,0.822127
732,5,518,0.363772,1.91885,4.48265,0.822127
733,5,518,0.363772,1.91885,4.48265,0.822127
734,5,518,0.363772,1.91885,4.48265,0.822127
735,8,734,0.488493,4.4412,3.04373,1.56016
736,8,734,0.488493,4.4412,3.04373,1.56016
737,8,734,0.488493,4.4412,3.04373,1.56016
738,8,734,0.488493,4.4412,3.04373,1.56016
739,8,734,0.488493,4.4412,3.04373,1.56016
740,7,1767,0.441391,4.14852,1.54406,0.741263
741,7,1767,0.441391,4.14852,1.54406,0.741263
742,7,1767,0.441391,4.14852,1.54406,0.741263
743,7,1767,0.441391,4.14852,1.54406,0.741263
744,7,1767,0.441391,4.14852,1.54406,0.741263
745,6,121,0.368935,4.17263,4.14989,3.13541
746,6,121,0.368935,4.17263,4.14989,3.13541
747,6,121,0.368935,4.17263,4.14989,3.13541
748,6,121,0.368935,4.17263,4.14989,3.13541
749,6,121,0.368935,4.17263,4.14989,3.13541
750,5,1193,0.33131,9.46813,1.39415,1.28001
751,5,1193,0.33131,9.46813,1.39415,1.28001
752,5,1193,0.33131,9.46813,1.39415,1.28001
753,5,1193,0.33131,9.46813,1.39415,1.28001
754,5,1193,0.33131,9.46813,1.39415,1.28001
755,9,681,0.482241,1.24666,5.16245,0.830013
756,9,681,0.482241,1.24666,5.16245,0.830013
757,9,681,0.482241,1.24666,5.16245,0.830013
758,9,681,0.482241,1.24666,5.16245,0.830013
759,9,681,0.482241,1.24666,5.16245,0.830013
760,7,221,0.35747,6.4849,3.00616,0.831038
761,7,221,0.35747,6.4849,3.00616,0.831038
762,7,221,0.35747,6.4849,3.00616,0.831038
